Text;Tweet;Class
Ekonom Sebut Tax Amnesty II Berdampak Buruk Bagi Bisnis EBT https://t.co/rcz6sePzeP;ekonom taxamnesty ii dampak buruk bisnis ebt;negative
"RUUHPP disahkan... program tax amnesty kedua jugaa sudah disetujui ....
Yawlah siap siap nggk tidur berhari hari ini mah ....";ruuhpp sah program taxamnesty jugaa sudah tuju yawlah nggk tidur hari mah;negative
Kalo soal 11 rb Triliun itu problemnya ada di elu. Elu terlalu bodoh mmaâ€¦ https://t.co/if0HyWdhuq;Kalo soal 11 rb Triliun itu problemnya ada di elu. Elu terlalu bodoh memahami yang disampaikan Jokowi. 11 rb T itu adalah data aset WNI yang ada yang LN, bukan duitnya. Dan itu disampaikan saat Jokowi sosialisasi taxamnesty. TA ini adalah cara pemerintah supaya duit tersebut masuk RI, blok!;positive
"Pandora paper biasa  digunakan untuk menghindari pajak, Tax Amnesty memberi pengampunan pajak.
Lalâ€¦ https://t.co/xWA1Q8VMzT";"Pandora paper biasa  digunakan untuk menghindari pajak, taxamnesty memberi pengampunan pajak.
Lalu apa hubungan Pandora Paper dengan taxamnesty ?";negative
"RT @AlifKamal__: Seperti berunding dengan maling

https://t.co/D0D74yPJd1";runding maling;negative
RT @MardaniAliSera: Kenapa PKS Menolak RUU KUP/HPP (Harmonisasi Peraturan Perpajakan) ? Diantaranya PKS menolak Voluntary Asset Disclosureâ€¦;pks tolak ruu kup hpp harmonisasi atur paja pks tolak voluntary asset disclosure;negative
RT @msaid_didu: Semoga mereka tdk membersihkan hasil transaksi tsb lewat tax amnesty;moga tidak bersih hasil transaksi tsb taxamnesty;negative
Wamenkeu Klaim Proses Tax Amnesty Jilid II Bakal Jauh Lebih Sederhana ðŸ””Â #jumatberkah https://t.co/tK49eRnrWB;wamenkeu klaim proses taxamnesty jilidii sederhana jumatberkah;positive
RT @kumparan: Tax amnesty jilid II ini dinilai sebagai 'karpet merah' bagi para pengemplang pajak. https://t.co/En4b6qLvVZ;taxamnesty jilidii nilai karpet merah kemplang pajak;negative
RT @cnbcindonesia: DJP Ada Data Pengemplang Pajak, Kok Malah Ngasih Tax Amnesty? https://t.co/IOR1sP2Prs;djp data kemplang pajak ngasih taxamnesty;negative
"Program Tax Amnesty untuk Meningkatkan Kepatuhan Pajak
#UMKMÂ  #InfustriGula #UpayaPemerintah https://t.co/jjxzoIW3d3";program taxamnesty tingkat patuh pajak umkm infustrigula upayapemerintah;positive
@awtafayas @NasalisLarvatu6 @lukmaninside13 @bachrum_achmadi Tax amnesty Kan Harus bayar pajak juga;taxamnesty bayar pajak;positive
"@tijabar @Sayyidi84514617 Yang kecil dicekik, yang besar dimanja. 
Ayo kapan lagi diadakan tax amnesty? 
Jeng sri piye";cekik manja ayo ada taxamnesty jeng sri piye;negative
Sri Mulyani menuturkan, program tax amnesty ini bertujuan untuk meningkatkan sukarela wajib pajak. https://t.co/pzpbwJ1U5G;sri mulyani program taxamnesty tuju tingkat sukarela wajib pajak;positive
Tax Amnesty II, Jalan Mulus Bersihkan (Lagi) Kejahatan Pajak https://t.co/014nh3O2rQ;taxamnesty ii jalan mulus sih jahat pajak;negative
"@kompascom Seharusnya batalkan tax amnesty ..kok orang ngemplang pajak malah dibebaskan
Diuber donk";batal taxamnesty orang ngemplang pajak bebas uber donk;negative
"UU Harmonisasi Peraturan Pajak (UU HPP) yang disetujui Pemerintah dan DPR :
1) penghilangan sanksi pidana pengemplangâ€¦ https://t.co/hwBiQ2hcKt";"UU Harmonisasi Peraturan Pajak (uuhpp) yang disetujui Pemerintah dan DPR :
1) penghilangan sanksi pidana pengemplang pajak
2) pengurangan denda penunggak
3) taxamnesty (pengampunan pajak) terhadap pengakuan sukarela harta.
Artinya orang kaya duberikan keringanan dalam hal pajak.";negative
"Bilang ajalah kalau kas negara lagi kosong
https://t.co/cLlkqpQNE2 https://t.co/umcM1vwBaD";bilang aja kas negara kosong;negative
"RT @KansKanseulir: Jokowi Janji Tax Amnesty Cuma Sekali, Eh Januari 2022 Mau Ada Lagi.

Kayak Lagu Bugis JANCI MUTAROE..
ðŸ˜ðŸ˜

https://t.co/9â€¦";jokowi janji taxamnesty eh januari kayak lagu bugis janci mutaroe;negative
RT @detikcom: Sejak wacana tax amnesty jilid II bergulir, beberapa ekonom menduga ada 'orang kuat' yang mendorongnya dan membuat program inâ€¦;wacana taxamnesty jilidii gulir ekonom duga orang kuat dorong program in;negative
"@inisifanii PKS menolak sedangkan Demokrat dukung RUU HPP. 

Oposisi tidak kompak. 

https://t.co/55vUpqg1oO";pks tolak demokrat dukung ruuhpp oposisi kompak;negative
RT @Valosenadya1: @msaid_didu Pembebasan pengemplang pajak dari kewajiban bayar dan (bahkan) kriminal pajak dari pidana itu sudah dimulai sâ€¦;bebas kemplang pajak wajib bayar kriminal pajak pidana s;negative
Pembebasan pengemplang pajak dari kewajiban bayar dan (bahkan) kriminal pajak dari pidana itu sudah dimâ€¦ https://t.co/LdektswNnA;Pembebasan pengemplang pajak dari kewajiban bayar dan (bahkan) kriminal pajak dari pidana itu sudah dimulai sejak digelarnya taxamnesty pada tahun 2015 oleh Jokowi dan Sri Mulyani.;negative
Tahun Depan PPN Naik dan Ada Tax Amnesty, Menkeu Sebut Bakal Raup Rp130 Triliun https://t.co/Dw0FHSHkCu;ppn taxamnesty menkeu raup rp triliun;positive
@msaid_didu PPH badan diturunkan, tax amnesty lanjut, sebenarnya pro siapa kebijakan ini? Tapi ujungnya ya buat bayar utangðŸ˜;pph badan turun taxamnesty pro bijak ujung ya bayar utang;negative
"RT @cnbcindonesia: Ada Tax Amnesty &amp; PPN Naik, Sri Mulyani Bakal Raup Rp 130 T https://t.co/xnA0imUwum";taxamnesty ppn sri mulyani raup rp t;positive
Mulai 1 Januari 2022, Jokowi Beri Tax Amnesty Kedua Kalinya!Mudah2an making byk warga negara indonesia sadar diri. https://t.co/sRjml4T2q8;januari jokowi taxamnesty kali mudah making byk warga negara indonesia sadar;positive
Sejak wacana tax amnesty jilid II bergulir, beberapa ekonom menduga ada 'orang kuat' yang mendorongnya dan membuatâ€¦ https://t.co/2bNxpp7YNc;Sejak wacana taxamnesty jilidii bergulir, beberapa ekonom menduga ada 'orang kuat' yang mendorongnya dan membuat program ini mulus untuk berjalan.;negative
RT @detikcom: Presiden Jokowi dinilai ingkar janji dengan adanya program pengampunan pajak atau tax amnesty jilid II. Ini kata ekonom: httpâ€¦;presiden jokowi nilai ingkar janji program ampun pajak taxamnesty jilidii ekonom;negative
RT @detikfinance: Penerapan UU Harmonisasi Peraturan Perpajakan (HPP) akan memberikan tambahan pendapatan negara. Pemerintah akan memperoleâ€¦;terap uu harmonisasi atur paja hpp tambah dapat negara pemerintah memperole;positive
Penerapan UU Harmonisasi Peraturan Perpajakan (HPP) akan memberikan tambahan pendapatan negara. Pemerintah akan memâ€¦ https://t.co/xTA4UmMMt6;Penerapan UU Harmonisasi Peraturan Perpajakan (HPP) akan memberikan tambahan pendapatan negara. Pemerintah akan memperoleh tambahan Rp 130 triliun pada 2022.;positive
Kasihan Rakyat Indonesia mereka membayar pajak malah dikorupsikan.skrg naik karena dana sudah habis dibuat oknum seâ€¦ https://t.co/UB0kp9u5e2;Kasihan Rakyat Indonesia mereka membayar pajak malah dikorupsikan. sekarang naik karena dana sudah habis dibuat oknum senangnya ppkm serta berkepanjangan covid;negative
"""Di sisi lain, berbagai penolakan muncul terkait RUU ini. Salah satunya dari fraksi Partai Keadilan Sejahtera (PKS)â€¦ https://t.co/hnysP2edPW";Di sisi lain, berbagai penolakan muncul terkait RUU ini. Salah satunya dari fraksi Partai Keadilan Sejahtera (PKS) yang menolak rencana kenaikan PPN, apalagi melakukan kembali taxamnesty.;negative
Tax amnesty bukannya program gagal ya?;taxamnesty program gagal ya;negative
"""Ada juga aturan soal Tax Amnesty""
""Wajib pajak diberi kesempatan untuk mengungkapkan harta bersih yang belum atauâ€¦ https://t.co/eViISg3xyd";"""Ada juga aturan soal taxamnesty""
""Wajib pajak diberi kesempatan untuk mengungkapkan harta bersih yang belum atau kurang diungkapkan dalam surat pernyataan, sepanjang Direktur Jenderal Pajak belum menemukan data atau informasi mengenai harta yang dimaksud.""";positive
RT @kumparan: Sri Mulyani mengakui kepatuhan pajak pengusaha jadi salah satu incaran dari digelarnya Tax Amnesty jilid II. https://t.co/Vkxâ€¦;sri mulyani aku patuh pajak usaha salah incar gelar taxamnesty jilidii;positive
Banning shell companies, tapi ada tax amnesty jiahðŸ¤£ðŸ¤Œ;banning shell companies taxamnesty jiah;negative
"Yg kecil dipajakin terusss, yg gede dikasih tax amnesty. Belom lagi pejabat yg namanya ada di Pandora Paper. 

Beloâ€¦ https://t.co/fQMCXTQPFn";yang kecil dipajakin terus yang gede kasih taxamnesty bom jabat yang nama pandora paper belo;negative
Presiden Jokowi dinilai ingkar janji dengan adanya program pengampunan pajak atau tax amnesty jilid II. Ini kata ekâ€¦ https://t.co/P8W9gGMsfm;Presiden Jokowi dinilai ingkar janji dengan adanya program pengampunan pajak atau taxamnesty jilidii.;negative
PKS Tolak Kenaikan Tarif PPN dan Tax Amnesty Jilid II https://t.co/A1rW6kpaYR;pks tolak naik tarif ppn taxamnesty jilidii;negative
Turunkan Kredibilitas Pemerintah, Tax Amnesty Jilid II Diprediksi Bakal Sepi Peminat https://t.co/BPXG5Auczuâ€¦ https://t.co/5RrodKeJmU;turun kredibilitas pemerintah taxamnesty jilidii prediksi sepi minat;negative
"Sindikat narkoba diberikan tax amnesty??? ðŸ˜‚
@RatoeTrah kapan kah para Raja cabut mandatnya? Makin absurd, entah sayâ€¦ https://t.co/otHW9cVO5H";"Sindikat narkoba diberikan taxamnesty??? 
@RatoeTrah kapan kah para Raja cabut mandatnya? Makin absurd, entah sayap Malaikat msh menyelimuti negeri ini";negative
Duh! Tax Amnesty Jilid II Diprediksi Bakal Sepi Peminat https://t.co/hnPUPVW5WR;duh taxamnesty jilidii prediksi sepi minat;negative
Partai itu orientasi kekuasaan. Kekuasaan itu kalo digunakan dg benar akan melipatgandakan kebaikan.â€¦ https://t.co/2D2PsG9w6x;Partai itu orientasi kekuasaan. Kekuasaan itu kalo digunakan dengan benar akan melipatgandakan kebaikan. Pun sebaliknya bisa melipargandakan kejelekan/kejahatan. Saat ini apa yang dilipatgandakan? taxamnesty konglo, islamphobia, dst. Keburukan terlembagakan jadi skala negara.;positive
Presiden Jokowi dinilai ingkar janji dengan adanya program pengampunan pajak atau tax amnesty jilid II. https://t.co/J98oUZ1ZEO;presiden jokowi nilai ingkar janji program ampun pajak taxamnesty jilidii;negative
RT @liputan6dotcom: Tax Amnesty Jilid II Bikin Pengemplang Pajak Bahagia https://t.co/BLNvvxdKg0;taxamnesty jilidii bikin kemplang pajak bahagia;negative
Tax amnesty atau pengampunan pajak jilid II bakal diterapkan mulai 1 Januari 2022 hingga 30 Juni 2022. Diharapkan mâ€¦ https://t.co/bGpOX4lcvl;taxamnesty atau pengampunan pajak jilidii bakal diterapkan mulai 1 Januari 2022 hingga 30 Juni 2022. Diharapkan meningkatkan kepatuhan para wajib pajak.;positive
"RT @FPKSDPRRI: 3. PKS menolak Voluntary Asset Disclosure yang sebenarnya menurut para ahli dan publik itu merupakan ""Tax Amnesty/Pengampunaâ€¦";pks tolak voluntary asset disclosure ahli publik taxamnesty pengampunan;negative
Menteri Hukum dan HAM, Yasonna Laoly mengatakan, program ini bertujuan untuk meningkatkan kepatuhan sukarela wajibâ€¦ https://t.co/MmGFk2QX9D;Menteri Hukum dan HAM, Yasonna Laoly mengatakan, program ini bertujuan untuk meningkatkan kepatuhan sukarela wajib pajak;positive
@PrilHuseno Tax Amnesty salah satu produk pesanan mereka....;taxamnesty salah produk pesan;negative
"Pajak orang kaya naik. Tapi ada tax amnesty. Hehehe. 

https://t.co/RIU7xw6VVl";pajak orang kaya taxamnesty hehehe;negative
Plot twist: Yg mem-push tax amnesty juga golongan pelaku Pandora, tapi tetap memilih utk ber-Pandoraâ€¦ https://t.co/M4reNxI7Ir;Plot twist: Yang mem-push taxamnesty juga golongan pelaku Pandora, tapi tetap memilih untuk ber-Pandora, dan melenggang kangkung tanpa konsekuensi apa-apa. Badut semua.;negative
"@_haye_ karena ada pandora jadi dibikin tax amnesty agar uang bisa masuk ke sini secara halal &amp; berkah.";pandora bikin taxamnesty uang masuk halal berkah;negative
Wow, ada temuan @PPATK soal transaksi keuangan terkait rekening jumbo Rp120 Triliun milik sindikat narkoba.â€¦ https://t.co/8EdwWsleTU;"Wow, ada temuan 
@PPATK
 soal transaksi keuangan terkait rekening jumbo Rp120 Triliun milik sindikat narkoba.

@DPR_RI
 mesti panggil 
@PPATK
 dan Kapolri agar disidik. Pasti tak bayar pajak juga.

Jumlahnya tak sedikit, cilakanya kalau ikutan taxamnesty pula.";negative
Pengenaan tarif tinggi bagi orang super kaya tersebut lantas dibarengi aturan pengampunan pajak atau tax amnesty. https://t.co/qzOPMZeRHd;kena tarif orang super kaya lantas bareng atur ampun pajak taxamnesty;negative
" Seandainya benar, semoga negara memberikan sanksi yang seimbang terhadap mereka berdua.
Dan seandainyaâ€¦ https://t.co/sbd7zy8GQ2";"Seandainya benar, semoga negara memberikan sanksi yang seimbang terhadap mereka berdua.
Dan seandainya juga benar berarti taxamnesty gagal.";negative
@tvOneNews Mau dong rakyat biasa dapat tax amnesty setahun aja gak bayar pajak. Bukan nyembunyiin pajak lho yah;rakyat taxamnesty tahun aja gak bayar pajak nyembunyiin pajak lho yah;negative
"RT @n1ckeff: @Tas_ya05 #RUUHPPUntukMasyarakatKecil 
Jelas penolakan gegara tax amnesty
yang perlu tax amnesty ya yang ngumpetin hartanya ðŸ˜…â€¦";ruuhpp untuk masyarakat kecil tolak gegara taxamnesty taxamnesty ya ngumpetin harta;positive
@__4Lf4th112ad7a Pantesan mau ada tax amnesty jilid 2, tapi sembako mau dipajakin dan no KTP otomatis jadi NPWP. https://t.co/2vAI4vCVV4;pantesan taxamnesty jilid sembako dipajakin no ktp otomatis npwp;negative
"RT @n1ckeff: Jelas sudah, yang dipermasalahkan Tax Amnesty
Siapa yang memerlukan Tax Amnesty?!?
Mereka yg gak taat pajak tentunya ðŸ¤£
Pada daâ€¦";masalah taxamnesty taxamnesty yang gak taat pajak;negative
"RT @Arie20202: Pejabat miliki perusahaan cangkang.
Pengemplang pajak dapat tax amnesty.

Kalian rakyat kebanyakan dapat kenaikan pajak 11%â€¦";jabat milik usaha cangkang kemplang pajak taxamnesty rakyat banyak naik pajak;negative
" #RUUHPPUntukMasyarakatKecil 
Jelas penolakan gegara tax amnesty
yang perlu tax amnesty ya yang ngumpetinâ€¦ https://t.co/gbKhlZ99Qq";"#RUUHPPUntukMasyarakatKecil 
Jelas penolakan gegara taxamnesty
yang perlu taxamnesty ya yang ngumpetin hartanya";positive
" #RUUHPPUntukMasyarakatKecil 
Jelas yang perlu tax amnesty sebelumnya tak taat pajak https://t.co/7css2NCgT6";"#RUUHPPUntukMasyarakatKecil 
Jelas yang perlu taxamnesty sebelumnya tak taat pajak";positive
" #RUUHPPUntukMasyarakatKecil 
Jelas yang nolak membela yg berduit...
klo ga ada harta yg disembunyikan ngapâ€¦ https://t.co/g8oGIc219b";"#RUUHPPUntukMasyarakatKecil 
Jelas yang nolak membela yang berduit...
kalau ga ada harta yang disembunyikan ngapain minta taxamnesty?!?";positive
Tax Amnesty Jilid II Potensial Tingkatkan Investasi di SBN https://t.co/wyIBZ0OoDQ;taxamnesty jilidii potensial tingkat investasi sbn;positive
"""Tax amnesty"" bisa jadi dasar pemerintah tambah basis wajib pajak https://t.co/1nzn92LkPf via @Yahoo_ID";taxamnesty dasar pemerintah basis wajib pajak;positive
"Tax amnesty sampai dua kali
mengharap Rakyat bayar pajak
Pemerintah berharap begitu.
MENTERI NYA tercatat di pandorâ€¦ https://t.co/uqX68qXcM3";"taxamnesty sampai dua kali
mengharap Rakyat bayar pajak
Pemerintah berharap begitu.
MENTERI NYA tercatat di pandoraPAPERS.
#BongkarPandoraPapers 
#BongkarPandoraPapers";negative
" RUU HPP Untuk Masyarakat Kecil
Kalau yang teriak menolak dengan alasan Tax Amnesty pastinya mereka pembelaâ€¦ https://t.co/eHfrLEYwz3";"ruuhpp Untuk Masyarakat Kecil
Kalau yang teriak menolak dengan alasan taxamnesty pastinya mereka pembela pengemplang pajak.
#RUUHPPUntukMasyarakatKecil";negative
Tax Amnesty Jilid II Berpotensi Tambah Investasi di SBN https://t.co/ensGOI8FUB;taxamnesty jilidii potensi investasi sbn;positive
@yusejahtera @Ronnie_Rusli @jokowi Rakyat disuruh ikut tax amnesty..gataunya yg mengarang tax amnesty cuma jadi calo...apa lo semua puas???;rakyat suruh taxamnesty gataunya yang arang taxamnesty calo lo puas;negative
"RT @Na_Nina08: Dia dulu berkoar-koar Tax Amnesty akan diberikan 1 kali.
Tapi setelah kroninya bertambah kekayaan yang luar biasa akibat panâ€¦";koar taxamnesty kali kroni tambah kaya akibat;negative
RT @Wawat_Kurniawan: Duit pandora dicuci via tax amnesty 2, Ini bukannya yg untung jg jkw;duit pandora cuci via taxamnesty yang untung juga jokowi;negative
"RT @MomsLoveKidz: Sementara Menkeu gencar bikin program tax amnesty jilid 2.
Eeeh pejabatnya malah masuk dlm daftar Pandora Papers.
Gimanaâ€¦";menkeu gencar bikin program taxamnesty jilid eeeh jabat masuk dalam daftar pandora papers gimana;negative
"Pejabat miliki perusahaan cangkang.
Pengemplang pajak dapat tax amnesty.

Kalian rakyat kebanyakan dapat kenaikan pâ€¦ https://t.co/xlQaVIS6is";jabat milik usaha cangkang kemplang pajak taxamnesty rakyat banyak naik;negative
"Jelas sudah, yang dipermasalahkan Tax Amnesty
Siapa yang memerlukan Tax Amnesty?!?
Mereka yg gak taat pajak tentunyâ€¦ https://t.co/EvOqKNzy5X";"Jelas sudah, yang dipermasalahkan taxamnesty
Siapa yang memerlukan taxamnesty?!?
Mereka yang gak taat pajak tentunya ??
Pada dasarnya ruuhpp bertujuan untuk mewujudkan sistem perpajakan yang lebih berkeadilan
ruuhpp Untuk Masyarakat Kecil
#RUUHPPUntukMasyarakatKecil";negative
@FerdinandHaean3 Capek2 menkeu bikin tax amnesty, yg ngemplang dari situ2 juga. Rakyat dipaksa patuh. Hehehe;capek menkeu bikin taxamnesty yang ngemplang situ rakyat paksa patuh hehehe;negative
Orang kaya ngehindarin pajak dgn cara naro uang di tempat tax heaven atau tiba2 ada program tax amnesty, tapi kaloâ€¦ https://t.co/V4yBAHOxkB;"Orang kaya ngehindarin pajak dengan cara naro uang di tempat tax heaven atau tiba2 ada program taxamnesty, tapi kalo warga biasa? 

Makanya agak gak suka sama orang2 yang mengelu2 kan pajak bilang ""gapapa untuk bangun negara"". Udah kebanyakan oy!";negative
"Tax amnesty II bisa jadi jalan utk menyelamatkan LBP &amp; AH. Seperti TA I yg didahului oleh Panama Papâ€¦ https://t.co/766MeIZYQH";taxamnesty II bisa jadi jalan untuk menyelamatkan LBP & AH. Seperti TA I yang didahului oleh Panama Paper, berhasil menyelamatkan muka pejabat2 waktu itu…;negative
Rupiah Menguat Dipicu Sentimen Positif Tax Amnesty II https://t.co/tqZTjgb8nS;rupiah kuat picu sentimen positif taxamnesty ii;positive
"RT @geloraco: Tolak Tax Amnesty Hingga Kenaikan PPN, Alasan PKS Tolak RUU KUP
https://t.co/SEXf8zGeUH";tolak taxamnesty naik ppn alas pks tolak ruu kup;negative
"Biasanya memang begitu.

#RUUHPPUntukMasyarakatKecil

 https://t.co/hTsiysv1oJ https://t.co/okOlD3dC2h";ruuhpp untuk masyarakat kecil;positive
Solid Gold Berjangka | Rupiah Menguat Lagi, Sentimen Tax Amnesty Jadi Pendorong â€“ PT SOLID GOLD BERJANGKA https://t.co/PEmUj3iLjk;solid gold jangka rupiah kuat sentimen taxamnesty dorong pt solid gold jangka;positive
Solid Gold Berjangka | Rupiah Menguat Lagi, Sentimen Tax Amnesty JadiÂ Pendorong https://t.co/PEmUj3iLjk;solid gold jangka rupiah kuat sentimen taxamnesty dorong;positive
"Lalu diputihkan dengan mudahnya dengan tax amnesty jilid dua (yang awalnya kata Pa 
@jokowi gakan berjilid)â€¦

Waloâ€¦ https://t.co/daVKfrghXA";putih mudah taxamnesty jilid pa gakan jilid walo;negative
"Dia dulu berkoar-koar Tax Amnesty akan diberikan 1 kali.
Tapi setelah kroninya bertambah kekayaan yang luar biasa aâ€¦ https://t.co/PE1X4Y97em";"Dia dulu berkoar-koar taxamnesty akan diberikan 1 kali.
Tapi setelah kroninya bertambah kekayaan yang luar biasa akibat pandemi, maka dibuatnya taxamnesty jilid ke-2.
Untuk meng-legal-kan kekayaan yang diduga didapatkan dengan cara ilegal.";negative
